,Area,Area Latitude,Area Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1129,Crouch End,51.5787402,-0.1235992,MonkeyNuts,51.580492931290145,-0.12401117362718522,Diner
1130,Crouch End,51.5787402,-0.1235992,Sable D'Or,51.57982874815307,-0.123961307042693,Café
1131,Crouch End,51.5787402,-0.1235992,M&S Simply Food,51.5772243830536,-0.12488506418242,Grocery Store
1132,Crouch End,51.5787402,-0.1235992,GAIL's Bakery,51.57968172246952,-0.12361412196868563,Bakery
1133,Crouch End,51.5787402,-0.1235992,O's Thai Café,51.580082537313814,-0.12391655272759008,Thai Restaurant
1134,Crouch End,51.5787402,-0.1235992,Harringay Arms,51.578017,-0.123761,Pub
1135,Crouch End,51.5787402,-0.1235992,Waterstones,51.578238,-0.12374,Bookstore
1136,Crouch End,51.5787402,-0.1235992,Ginger & Mint,51.58064741526632,-0.12455163007863114,Juice Bar
1137,Crouch End,51.5787402,-0.1235992,Dragon Chinese Restaurant,51.58057559558225,-0.12438372440366414,Chinese Restaurant
1138,Crouch End,51.5787402,-0.1235992,Pandan Leaf,51.577164362353756,-0.12516651088237418,Thai Restaurant
1139,Crouch End,51.5787402,-0.1235992,The Clock Tower,51.57939588821806,-0.12133348701561351,Historic Site
1140,Crouch End,51.5787402,-0.1235992,Co-op Food,51.579094210504714,-0.1238890558751298,Grocery Store
1141,Crouch End,51.5787402,-0.1235992,Greggs,51.579279778692324,-0.12400388717651367,Bakery
1142,Crouch End,51.5787402,-0.1235992,Railway Tavern,51.5777120998226,-0.12452759708874633,Pub
1143,Crouch End,51.5787402,-0.1235992,Kiss The Sky,51.5806820856365,-0.12463535207462136,Pub
1144,Crouch End,51.5787402,-0.1235992,Superdrug,51.578343,-0.123674,Cosmetics Shop
1145,Crouch End,51.5787402,-0.1235992,Harris + Hoole,51.57869512933099,-0.12386668585050954,Coffee Shop
1146,Crouch End,51.5787402,-0.1235992,Middeys Brasserie And Bar,51.578752,-0.123809,Restaurant
1147,Crouch End,51.5787402,-0.1235992,Khoai Cafe,51.5804045583293,-0.12404154712829527,Vietnamese Restaurant
1148,Crouch End,51.5787402,-0.1235992,WOW Simply Japanese,51.57780835959101,-0.12448697585288636,Japanese Restaurant
1149,Crouch End,51.5787402,-0.1235992,Waitrose & Partners,51.57953001264962,-0.12409327201066844,Supermarket
1150,Crouch End,51.5787402,-0.1235992,Hornsey Town Hall Square,51.578776783639256,-0.12356064214964355,Plaza
1151,Crouch End,51.5787402,-0.1235992,My Kind of Coffee,51.58042916549463,-0.12276849085698245,Coffee Shop
1152,Crouch End,51.5787402,-0.1235992,Halifax,51.580130000000004,-0.12298597668647604,Bank
1153,Crouch End,51.5787402,-0.1235992,Office Dog,51.580034520239785,-0.12330803043285053,Paper / Office Supplies Store
1154,Crouch End,51.5787402,-0.1235992,Clocktower Store,51.579917,-0.123676,Farmers Market
1155,Crouch End,51.5787402,-0.1235992,Broadway Dry Cleaners,51.57985829636041,-0.12329593297181418,Dry Cleaner
1156,Crouch End,51.5787402,-0.1235992,Fitness First for Women,51.577357681471284,-0.12510350806732193,Gym / Fitness Center
1157,Crouch End,51.5787402,-0.1235992,Mee,51.57803965644448,-0.12451887130737305,Malay Restaurant
1158,Crouch End,51.5787402,-0.1235992,Oddbins,51.577157,-0.123224,Wine Shop
1159,Crouch End,51.5787402,-0.1235992,The Church Studio,51.577844,-0.123811,Recording Studio
1160,Crouch End,51.5787402,-0.1235992,Piazza Italia,51.580337,-0.122865,Deli / Bodega
1161,Crystal Palace,51.4193664,-0.0711328,Brown & Green,51.41821824379073,-0.07280257511038322,Coffee Shop
1162,Crystal Palace,51.4193664,-0.0711328,Crystal Palace Railway Station (CYP),51.417810541560215,-0.07203677416878558,Train Station
1163,Crystal Palace,51.4193664,-0.0711328,Platform 4,51.41778519936899,-0.07198897273585114,Platform
1164,Crystal Palace,51.4193664,-0.0711328,Platform 6,51.41790775285767,-0.07181851277404101,Platform
1165,Crystal Palace,51.4193664,-0.0711328,Crystal Palace Athletics Stadium,51.41890742069287,-0.06885766983032227,Track Stadium
1166,Crystal Palace,51.4193664,-0.0711328,Platform 5,51.41780618168007,-0.07173009749826467,Platform
1167,Crystal Palace,51.4193664,-0.0711328,Platform 2,51.41772581443656,-0.07259130612756831,Platform
1168,Crystal Palace,51.4193664,-0.0711328,Platform 1,51.41763069706617,-0.07233335080723724,Platform
1169,Cubitt Town,51.4936677,-0.0082433,Mudchute Park and Farm,51.49166771065718,-0.00947049910378333,Farm
1170,Cubitt Town,51.4936677,-0.0082433,The Poutinerie,51.49304343131696,-0.00687102115659318,Food Truck
1171,Cubitt Town,51.4936677,-0.0082433,Mudchute Kitchen,51.49166807366901,-0.009478436624476156,Café
1172,Cubitt Town,51.4936677,-0.0082433,Poppy's Beach,51.49495785672717,-0.0059223175048828125,Beach
1173,Cubitt Town,51.4936677,-0.0082433,Memsaheb On Thames,51.495602662405645,-0.006706952287159992,Indian Restaurant
1174,Cubitt Town,51.4936677,-0.0082433,Best Friends Isle Of Dogs Veterinary,51.49534235992133,-0.007707326322636025,Pet Store
1175,Cubitt Town,51.4936677,-0.0082433,The Gaylord,51.49360482,-0.0097786,Indian Restaurant
1176,Cubitt Town,51.4936677,-0.0082433,London Yard,51.495261139623125,-0.007182652959849437,Housing Development
1177,Cubitt Town,51.4936677,-0.0082433,Mourinho's,51.49224428247729,-0.006430736674681749,Pub
1178,Dalston,51.5434023,-0.0672286,The Prince George,51.5450375220609,-0.06823688247038805,Pub
1179,Dalston,51.5434023,-0.0672286,Duke of Richmond,51.54293,-0.069766,Restaurant
1180,Dalston,51.5434023,-0.0672286,Queen's Deli,51.54229,-0.070206,Deli / Bodega
1181,Dalston,51.5434023,-0.0672286,dalston curve garden,51.545108795166016,-0.06954380124807358,Café
1182,Denmark Hill,51.468043,-0.0896031,Café at the ORTUS,51.469585887830924,-0.08756097835080202,Café
1183,Denmark Hill,51.468043,-0.0896031,FCB - Artisan Espresso Bar (Denmark Hill),51.46796683689101,-0.08951223754870859,Coffee Shop
1184,Denmark Hill,51.468043,-0.0896031,The Phoenix,51.46803592375502,-0.08954070050997,Pub
1185,Denmark Hill,51.468043,-0.0896031,George Canning,51.468023584269,-0.0863164788134162,Pub
1186,Denmark Hill,51.468043,-0.0896031,Denmark Hill Railway Station (DMK),51.468187864980514,-0.08913164908473749,Train Station
1187,Deptford,51.4758453,-0.0215164,Golden Chippy,51.475991562067,-0.018594816686180994,Fish & Chips Shop
1188,Deptford,51.4758453,-0.0215164,The Birds Nest,51.47620295846244,-0.02273821763957116,Pub
1189,Deptford,51.4758453,-0.0215164,Deptford Cinema,51.47468299670654,-0.02405274564912467,Indie Movie Theater
1190,Deptford,51.4758453,-0.0215164,Archery Fit,51.47637277380827,-0.019819404862361455,Athletics & Sports
1191,Deptford,51.4758453,-0.0215164,PureGym,51.47618100149278,-0.018383878057205573,Gym / Fitness Center
1192,Deptford,51.4758453,-0.0215164,Kitcho,51.47589907715582,-0.018861471923808684,Japanese Restaurant
1193,Deptford,51.4758453,-0.0215164,DoubleTree by Hilton,51.47442510574833,-0.01950542635071934,Hotel
1194,Deptford,51.4758453,-0.0215164,Staycity Aparthotels Deptford Bridge Station,51.47425942693647,-0.023101651491559905,Hotel
1195,Deptford,51.4758453,-0.0215164,Wavelengths Leisure Centre,51.477669517599786,-0.02311817005138304,Gym / Fitness Center
1196,Deptford,51.4758453,-0.0215164,Zeytin,51.47605981039088,-0.018609602654206556,Turkish Restaurant
1197,Deptford,51.4758453,-0.0215164,Travelodge,51.473976460871654,-0.02113439123996987,Hotel
1198,Deptford,51.4758453,-0.0215164,Co-op Food,51.474395,-0.02149,Grocery Store
1199,Deptford,51.4758453,-0.0215164,Thyme,51.475732,-0.019378,Restaurant
1200,Deptford,51.4758453,-0.0215164,Faircharm Studios,51.4775618391583,-0.020627666621906095,Arts & Entertainment
1201,Deptford,51.4758453,-0.0215164,Staycity Aparthotels Greenwich High Road,51.4762898456666,-0.018383529872206376,Hotel
1202,Dollis Hill,51.5519625,-0.2390214,Sabores Brazilian,51.55070616798863,-0.24106840685555284,Restaurant
1203,Dollis Hill,51.5519625,-0.2390214,Dollis Hill Garage,51.552216779137595,-0.23825265695056766,Auto Workshop
1204,Dollis Hill,51.5519625,-0.2390214,Thai Village Cafe,51.550982162148024,-0.2415025976014531,Thai Restaurant
1205,Dulwich,51.4418786,-0.0843244,Dulwich College Sports Club,51.441067996033674,-0.08239308406922066,Gym / Fitness Center
1206,Dulwich,51.4418786,-0.0843244,Old College Lawn Tennis & Croquet Club,51.44328661286988,-0.08457196293870652,Tennis Court
1207,Dulwich,51.4418786,-0.0843244,Dulwich Common Pond,51.44202137661852,-0.0834565502167679,Lake
1208,Dulwich,51.4418786,-0.0843244,peak fitness 365,51.4407283,-0.0830616,Gym
1209,Ealing,51.5126553,-0.3051952,Franco Manca,51.5129934137107,-0.30686126557639765,Pizza Place
1210,Ealing,51.5126553,-0.3051952,Artisan Coffee,51.513023912109674,-0.3066550602357168,Coffee Shop
1211,Ealing,51.5126553,-0.3051952,The Drapers Arms,51.51160610528962,-0.3051631153702525,Pub
1212,Ealing,51.5126553,-0.3051952,Pho,51.51296954016726,-0.30618213188816074,Vietnamese Restaurant
1213,Ealing,51.5126553,-0.3051952,Café Zee,51.513081223055934,-0.305079588934916,Coffee Shop
1214,Ealing,51.5126553,-0.3051952,Turtle Bay,51.512064951366,-0.3047376821715376,Caribbean Restaurant
1215,Ealing,51.5126553,-0.3051952,Farm W5,51.510819425330084,-0.30546639561454786,Salad Place
1216,Ealing,51.5126553,-0.3051952,Bee Hive,51.51043536292622,-0.3054168881695007,Café
1217,Ealing,51.5126553,-0.3051952,Pitzhanger Manor Gallery & House,51.511170008332414,-0.30674951530581124,Art Gallery
1218,Ealing,51.5126553,-0.3051952,GAIL's Bakery,51.513072,-0.305804,Bakery
1219,Ealing,51.5126553,-0.3051952,Honest Burgers,51.51265649917848,-0.30715807584124377,Burger Joint
1220,Ealing,51.5126553,-0.3051952,Amorino,51.51121,-0.30512375,Ice Cream Shop
1221,Ealing,51.5126553,-0.3051952,As Nature Intended,51.511884350602486,-0.3049146716450452,Organic Grocery
1222,Ealing,51.5126553,-0.3051952,Piccola Italia,51.510843394899524,-0.30555058055258794,Italian Restaurant
1223,Ealing,51.5126553,-0.3051952,Osteria del Portico,51.511353687180716,-0.30487664058713415,Italian Restaurant
1224,Ealing,51.5126553,-0.3051952,Waterstones,51.51239479152189,-0.30314562255326344,Bookstore
1225,Ealing,51.5126553,-0.3051952,Harris + Hoole,51.513619971471485,-0.303357225818512,Coffee Shop
1226,Ealing,51.5126553,-0.3051952,TK Maxx,51.513892180645875,-0.30417980118397686,Clothing Store
1227,Ealing,51.5126553,-0.3051952,Crispins Wine Bar,51.511086595783965,-0.30545732401269465,Wine Bar
1228,Ealing,51.5126553,-0.3051952,Limeyard,51.512296994302886,-0.3046482506033499,Southern / Soul Food Restaurant
1229,Ealing,51.5126553,-0.3051952,Hotel Xanadu,51.51179442664686,-0.30594625497748423,Hotel
1230,Ealing,51.5126553,-0.3051952,La Rueda,51.512393951416016,-0.3060426115989685,Spanish Restaurant
1231,Ealing,51.5126553,-0.3051952,Tonkotsu,51.513039,-0.305932,Ramen Restaurant
1232,Ealing,51.5126553,-0.3051952,Morrisons,51.51374402645086,-0.30418684305732446,Supermarket
1233,Ealing,51.5126553,-0.3051952,Pret A Manger,51.51299494950315,-0.3045784433222332,Sandwich Place
1234,Ealing,51.5126553,-0.3051952,PizzaExpress,51.512136457058354,-0.3056951926250804,Pizza Place
1235,Ealing,51.5126553,-0.3051952,Wasabi,51.51259470572292,-0.3042836434963614,Sushi Restaurant
1236,Ealing,51.5126553,-0.3051952,Pho Saigon,51.51178395237575,-0.3059642772273898,Vietnamese Restaurant
1237,Ealing,51.5126553,-0.3051952,wagamama,51.5121810832484,-0.30448961760589555,Asian Restaurant
1238,Ealing,51.5126553,-0.3051952,Starbucks,51.511098,-0.305196,Coffee Shop
1239,Ealing,51.5126553,-0.3051952,Game,51.5125286630802,-0.3038239062999642,Video Game Store
1240,Ealing,51.5126553,-0.3051952,Primark,51.513111,-0.303663,Clothing Store
1241,Ealing,51.5126553,-0.3051952,McDonald's,51.513371,-0.304211,Fast Food Restaurant
1242,Ealing,51.5126553,-0.3051952,Soane’s Kitchen,51.510886,-0.307058,Restaurant
1243,Ealing,51.5126553,-0.3051952,Patisserie Sowa,51.512120539522755,-0.3048168127194646,Polish Restaurant
1244,Ealing,51.5126553,-0.3051952,Marks & Spencer,51.51286,-0.30366,Department Store
1245,Ealing,51.5126553,-0.3051952,Boots,51.512317188333974,-0.3031431159194974,Pharmacy
1246,Ealing,51.5126553,-0.3051952,Nando's,51.5126098,-0.3058479,Portuguese Restaurant
1247,Ealing,51.5126553,-0.3051952,Ealing Broadway Shopping Centre,51.51237157693676,-0.30305206775665283,Shopping Mall
1248,Ealing,51.5126553,-0.3051952,Côte Brasserie,51.5111934926028,-0.30540578643443594,French Restaurant
1249,Ealing,51.5126553,-0.3051952,H&M,51.51253516422883,-0.3035080432891846,Clothing Store
1250,Ealing,51.5126553,-0.3051952,The Bakers Of Ealing,51.51297529204825,-0.3059400611871138,Bakery
1251,Ealing,51.5126553,-0.3051952,Greggs,51.51354920455979,-0.3033313002423014,Bakery
1252,Ealing,51.5126553,-0.3051952,Starbucks,51.513297,-0.301747,Coffee Shop
1253,Ealing,51.5126553,-0.3051952,Next,51.5135804923134,-0.302937150682971,Clothing Store
1254,Ealing,51.5126553,-0.3051952,Bill's Restaurant,51.512956819432034,-0.30650231785794657,English Restaurant
1255,Ealing,51.5126553,-0.3051952,@ Thai Canteen,51.513037100808795,-0.3063215908145559,Thai Restaurant
1256,Ealing,51.5126553,-0.3051952,Caffè Nero,51.51281690377141,-0.3071505454123655,Coffee Shop
1257,Ealing,51.5126553,-0.3051952,Patisserie Valerie,51.513474440709075,-0.30195631912149123,Café
1258,Ealing,51.5126553,-0.3051952,Meat & Shake,51.51085983392904,-0.3052248097738398,New American Restaurant
1259,Ealing,51.5126553,-0.3051952,Nuffield Health Fitness & Wellbeing Gym,51.512070223757355,-0.30289940901846085,Gym / Fitness Center
1260,Ealing,51.5126553,-0.3051952,Tesco Metro,51.512394188760325,-0.3030230709849076,Grocery Store
1261,Ealing,51.5126553,-0.3051952,Flava's Lounge Bar & Grill,51.511523713960905,-0.30633027641970356,Hookah Bar
1262,Ealing,51.5126553,-0.3051952,Sports Direct,51.512875,-0.307033,Sporting Goods Shop
1263,Earls Court,51.4916123,-0.193903,Franco Manca,51.49295348867533,-0.19415943616689293,Pizza Place
1264,Earls Court,51.4916123,-0.193903,Paul,51.492250481643296,-0.1928523032157113,Café
1265,Earls Court,51.4916123,-0.193903,Hotel Indigo London - Kensington,51.49190807777693,-0.19179418473382606,Hotel
1266,Earls Court,51.4916123,-0.193903,K+K Hotel George London,51.49236119558123,-0.19520156484157902,Hotel
1267,Earls Court,51.4916123,-0.193903,Masala Zone,51.49310830296149,-0.19428803676316608,Indian Restaurant
1268,Earls Court,51.4916123,-0.193903,Siam Secret,51.49274449472281,-0.19293550694467332,Thai Restaurant
1269,Earls Court,51.4916123,-0.193903,Kappa,51.49328502869243,-0.1944259588088434,Japanese Restaurant
1270,Earls Court,51.4916123,-0.193903,Maroush Bakehouse Earls Court,51.4934284204919,-0.19459979523901255,Middle Eastern Restaurant
1271,Earls Court,51.4916123,-0.193903,Kings Head,51.493438428001525,-0.1925627680704424,Pub
1272,Earls Court,51.4916123,-0.193903,Addie's Thai Cafe,51.49371877476162,-0.19472971558570862,Thai Restaurant
1273,Earls Court,51.4916123,-0.193903,Over Under Coffee,51.49239481007158,-0.19303314758598455,Café
1274,Earls Court,51.4916123,-0.193903,Nevern Square,51.49237244182266,-0.19658231494818357,Park
1275,Earls Court,51.4916123,-0.193903,Giorgio's Pizzeria,51.49359863631152,-0.1947000937199226,Pizza Place
1276,Earls Court,51.4916123,-0.193903,The Blackbird,51.491808926683134,-0.19217491661129316,Pub
1277,Earls Court,51.4916123,-0.193903,Barkston Garden,51.49230455518874,-0.19097242571495293,Garden
1278,Earls Court,51.4916123,-0.193903,Sichuan Chef,51.493137,-0.19314286,Chinese Restaurant
1279,Earls Court,51.4916123,-0.193903,Byron,51.4919155,-0.192836,Burger Joint
1280,Earls Court,51.4916123,-0.193903,Mowbray Court Hotel London,51.49082522551631,-0.19378987235352693,Hotel
1281,Earls Court,51.4916123,-0.193903,Star Kebab,51.4934659513434,-0.19457532268948935,Fast Food Restaurant
1282,Earls Court,51.4916123,-0.193903,Theo's Italian,51.49188676296657,-0.19165846433871717,Italian Restaurant
1283,Earls Court,51.4916123,-0.193903,Earls Court Police Box,51.492150916508194,-0.19293826434875533,Historic Site
1284,Earls Court,51.4916123,-0.193903,M&S Simply Food,51.491674977405104,-0.1923269857985296,Grocery Store
1285,Earls Court,51.4916123,-0.193903,Orjowan,51.49281119283506,-0.1935818562965023,Lebanese Restaurant
1286,Earls Court,51.4916123,-0.193903,Earls Court Square,51.49029143191629,-0.19313762687145403,Road
1287,Earls Court,51.4916123,-0.193903,No. 10 Restaurant,51.49290661623362,-0.19273866577557988,Chinese Restaurant
1288,Earls Court,51.4916123,-0.193903,Nando's,51.4925733,-0.1939411,Portuguese Restaurant
1289,Earls Court,51.4916123,-0.193903,Caffè Nero,51.492307364740164,-0.19329206842502614,Coffee Shop
1290,Earls Court,51.4916123,-0.193903,Twenty Nevern Square Hotel,51.49165859321112,-0.1964336674830383,Hotel
1291,Earls Court,51.4916123,-0.193903,Zizzi,51.49278361325722,-0.19424497928230267,Italian Restaurant
1292,Earls Court,51.4916123,-0.193903,Bar & Lounge | K&K Hotel George,51.49245070393637,-0.1952311087141897,Cocktail Bar
1293,Earls Court,51.4916123,-0.193903,Natural Lebanese Food,51.49351504107947,-0.19509315490722656,Lebanese Restaurant
1294,Earls Court,51.4916123,-0.193903,Amsterdam Hotel,51.49231768736102,-0.19422525922496087,Hotel
1295,Earls Court,51.4916123,-0.193903,Dragon Palace,51.49178004695927,-0.19239178672338864,Chinese Restaurant
1296,Earls Court,51.4916123,-0.193903,Costa Coffee,51.49276451575243,-0.19394305915594495,Coffee Shop
1297,Earls Court,51.4916123,-0.193903,Courtfield,51.49217876355609,-0.19280976811783068,Pub
1298,Earls Court,51.4916123,-0.193903,Oliver Plaza Hotel,51.49147966601708,-0.19546869078126472,Hotel
1299,Earls Court,51.4916123,-0.193903,Earls Court Dental Practice,51.493658391818265,-0.19470466065889766,Factory
1300,Earls Court,51.4916123,-0.193903,Earl's Court Studios,51.48989886537891,-0.19544228687152554,Hotel
1301,Earls Court,51.4916123,-0.193903,The Prince of Teck,51.492712877311504,-0.19374284125113833,Pub
1302,Earls Court,51.4916123,-0.193903,Lutong Pinoy,51.49291620616874,-0.19338442648035287,Filipino Restaurant
1303,Earls Court,51.4916123,-0.193903,wagamama,51.493182011722524,-0.19441400967618674,Asian Restaurant
1304,Earls Court,51.4916123,-0.193903,Jollibee,51.493091152659225,-0.19447320562713116,Fast Food Restaurant
1305,Earls Court,51.4916123,-0.193903,The Mayflower Hotel & Apartments,51.491517111620055,-0.19460315243177462,Hotel
1306,Earls Court,51.4916123,-0.193903,Bistro Benito,51.493794,-0.194748,Italian Restaurant
1307,Earls Court,51.4916123,-0.193903,KFC,51.492442377876706,-0.19341217551943704,Fast Food Restaurant
1308,Earls Court,51.4916123,-0.193903,You Me Sushi,51.493554839008276,-0.19461156951034952,Sushi Restaurant
1309,Earls Court,51.4916123,-0.193903,Mai Food,51.492908,-0.193416,Japanese Restaurant
1310,Earls Court,51.4916123,-0.193903,Boots,51.491463685420605,-0.19296074046326864,Pharmacy
1311,Earls Court,51.4916123,-0.193903,Masala,51.49260842643732,-0.19301345357299193,Indian Restaurant
1312,Earls Court,51.4916123,-0.193903,Earls Court Tavern,51.493649426652944,-0.19470196084557856,Restaurant
1313,Earls Court,51.4916123,-0.193903,The Little French Restaurant,51.493278686684405,-0.1925302633918128,French Restaurant
1314,Earls Court,51.4916123,-0.193903,Kensington Court Hotel,51.49269875553443,-0.19624422892697077,Hotel
1315,Earls Court,51.4916123,-0.193903,Olympia Hotel,51.489635414641114,-0.1944688478319132,Hotel
1316,Earls Court,51.4916123,-0.193903,Rushmore Hotel,51.492271805179314,-0.1945553140278235,Bed & Breakfast
1317,Earls Court,51.4916123,-0.193903,London Court Hotel,51.492750046944,-0.19415215475803474,Hotel
1318,Earls Court,51.4916123,-0.193903,Platform 5 (E'bound Piccadilly),51.49147222718802,-0.19417721214069605,Platform
1319,Earlsfield,51.4464482,-0.1893941,Thai Grocer,51.445644433099815,-0.18937232637124876,Thai Restaurant
1320,Earlsfield,51.4464482,-0.1893941,Flip Out,51.446132365679254,-0.19108803744282762,Indoor Play Area
1321,Earlsfield,51.4464482,-0.1893941,Pirate Studios,51.447039988055906,-0.19127368927001953,Music Venue
1322,Earlsfield,51.4464482,-0.1893941,Jolly Gardeners,51.446951572387604,-0.18943758092993906,Pub
1323,Earlsfield,51.4464482,-0.1893941,Bread And Breakfast Cafe,51.445557,-0.189251,Breakfast Spot
1324,Earlsfield,51.4464482,-0.1893941,Best Cafe,51.44547529317139,-0.18942832946777344,Café
1325,Earlsfield,51.4464482,-0.1893941,Casbah Coffee & Bakehouse,51.44853263489234,-0.18943894018882623,Coffee Shop
1326,East Dulwich,51.4615604,-0.0803888,Il Mirto,51.460941644493346,-0.07981452415344481,Italian Restaurant
1327,East Dulwich,51.4615604,-0.0803888,The Cherry Tree,51.46152615120757,-0.07906269531621012,Pub
1328,East Dulwich,51.4615604,-0.0803888,Blackbird Bakery,51.461518711558675,-0.07842352722334146,Bakery
1329,East Dulwich,51.4615604,-0.0803888,East Dulwich Railway Station (EDW),51.4614629650632,-0.08054671469439217,Train Station
1330,East Dulwich,51.4615604,-0.0803888,Domino's Pizza,51.461799296307824,-0.08058748556300088,Pizza Place
1331,East Dulwich,51.4615604,-0.0803888,The Vale Bar,51.461508646982956,-0.07908542845686609,Pub
1332,East Dulwich,51.4615604,-0.0803888,Platform 2,51.46125433549189,-0.08049150637982518,Platform
1333,East Dulwich,51.4615604,-0.0803888,La Scala Coffee House,51.46148649934041,-0.07826910749094386,Coffee Shop
1334,East Dulwich,51.4615604,-0.0803888,St Francis Park,51.462155923445636,-0.0821077823638916,Park
1335,East Dulwich,51.4615604,-0.0803888,Platform 1,51.460955443054324,-0.07699561654815125,Platform
1336,East Finchley,51.5871881,-0.1648137,The Phoenix Cinema,51.58859179227622,-0.16392907148900104,Movie Theater
1337,East Finchley,51.5871881,-0.1648137,Dan & DeCarlo,51.58748176647878,-0.16408995627059114,Café
1338,East Finchley,51.5871881,-0.1648137,The Bald Faced Stag,51.586177078772145,-0.16484499734292865,Pub
1339,East Finchley,51.5871881,-0.1648137,Amici Delicatessen,51.58923588907174,-0.16396440720774735,Deli / Bodega
1340,East Finchley,51.5871881,-0.1648137,Costa Coffee,51.58893400590262,-0.16395889454708445,Coffee Shop
1341,East Finchley,51.5871881,-0.1648137,New Local Cafe,51.58818368617626,-0.16414486383051824,Café
1342,East Finchley,51.5871881,-0.1648137,Subway,51.58825324245362,-0.16390027190732326,Sandwich Place
1343,East Finchley,51.5871881,-0.1648137,The Old White Lion,51.586625877208675,-0.16412037185877434,Pub
1344,East Finchley,51.5871881,-0.1648137,East Finchley Train staff messroom,51.587215990996356,-0.16488527891364813,Train Station
1345,East Finchley,51.5871881,-0.1648137,East Finchley London Underground Station,51.58725791704816,-0.16467471947768056,Metro Station
1346,East Finchley,51.5871881,-0.1648137,Bus Stop F,51.586813127446675,-0.16424238681793213,Bus Stop
1347,East Finchley,51.5871881,-0.1648137,C.W. Andrew Pharmacy,51.588589105717205,-0.16379786917017322,Pharmacy
1348,East Finchley,51.5871881,-0.1648137,N2 Food Centre,51.58620303104954,-0.1649707850713186,Convenience Store
1349,East Finchley,51.5871881,-0.1648137,Bus Stop E (East Finchley Station),51.586619,-0.164245,Bus Stop
1350,East Finchley,51.5871881,-0.1648137,Platform 4,51.5873929109865,-0.16500770319475958,Platform
1351,East Finchley,51.5871881,-0.1648137,Barber Shed,51.588516,-0.163794,Health & Beauty Service
1352,East Finchley,51.5871881,-0.1648137,Kung's Chinese Takeaway,51.589204913297394,-0.1639620077877569,Chinese Restaurant
1353,East Finchley,51.5871881,-0.1648137,Kokos Shoes,51.589318563767705,-0.16397852041515817,Shoe Store
1354,East Ham,51.5394005,0.0526042,Ananthapuram (Traditional Kerala Restaurant),51.54051653343377,0.050632921508809735,Indian Restaurant
1355,East Ham,51.5394005,0.0526042,Chennai Dosa,51.53822466272572,0.051360218710006414,Indian Restaurant
1356,East Ham,51.5394005,0.0526042,Wilko,51.537263,0.051512,Furniture / Home Store
1357,East Ham,51.5394005,0.0526042,Lidl,51.5385206457202,0.0515021575277797,Supermarket
1358,East Ham,51.5394005,0.0526042,Subway,51.538510770477274,0.05113071066466546,Sandwich Place
1359,East Ham,51.5394005,0.0526042,Sam's Chicken,51.539360944753376,0.05143995443433855,Fast Food Restaurant
1360,East Ham,51.5394005,0.0526042,Priya Restaurant,51.53988445489749,0.051147207010911584,Indian Restaurant
1361,East Ham,51.5394005,0.0526042,Vasanta Bhavan,51.5396149072933,0.05110112144328043,Indian Restaurant
1362,East Ham,51.5394005,0.0526042,Suvai Chettinaad,51.539278757762304,0.05118726449465701,Indian Restaurant
1363,East Ham,51.5394005,0.0526042,East Ham London Underground Station,51.539191327983545,0.0518357387039049,Metro Station
1364,East Sheen,51.4623706,-0.267094,East Sheen Town Centre,51.46440851129994,-0.26817798614501953,Plaza
1365,East Sheen,51.4623706,-0.267094,Tesco Express,51.464278171710056,-0.2677541971206665,Grocery Store
1366,East Sheen,51.4623706,-0.267094,Costa Coffee,51.46442894910399,-0.2679805320416564,Coffee Shop
1367,Edmonton,51.6203392,-0.0659791,Kervan Cafeteria,51.61933876518358,-0.06279760425648692,Café
1368,Elephant and Castle,51.4948884,-0.1005731,Gymbox,51.49466406581681,-0.09760434198465684,Gym
1369,Elephant and Castle,51.4948884,-0.1005731,Theo's Pizzeria,51.492847,-0.100349486,Pizza Place
1370,Elephant and Castle,51.4948884,-0.1005731,Corsica Studios,51.49354599179485,-0.09854069905534102,Music Venue
1371,Elephant and Castle,51.4948884,-0.1005731,Sabor Peruano,51.49288730706875,-0.10106320200506204,Peruvian Restaurant
1372,Elephant and Castle,51.4948884,-0.1005731,Typo Cafe (London College of Communication),51.49484208207443,-0.10149964859443372,College Cafeteria
1373,Elephant and Castle,51.4948884,-0.1005731,Elephant & Castle,51.49530805348456,-0.09993539167296625,Pub
1374,Elephant and Castle,51.4948884,-0.1005731,Sainsbury's,51.4946956026897,-0.09765839264466944,Supermarket
1375,Elephant and Castle,51.4948884,-0.1005731,Pret A Manger,51.493425221063625,-0.10085787200280079,Sandwich Place
1376,Elephant and Castle,51.4948884,-0.1005731,Leños y Carbón,51.49400006187684,-0.09863447779510381,Latin American Restaurant
1377,Elephant and Castle,51.4948884,-0.1005731,The Cauldron,51.493662,-0.098359,Speakeasy
1378,Elephant and Castle,51.4948884,-0.1005731,Prince of Wales,51.495713697012,-0.10370519990765073,Pub
1379,Elephant and Castle,51.4948884,-0.1005731,Nando's,51.49545808506622,-0.10016346252582768,Portuguese Restaurant
1380,Elephant and Castle,51.4948884,-0.1005731,La Bodeguita Restaurant,51.49325985997508,-0.09959869743910243,South American Restaurant
1381,Elephant and Castle,51.4948884,-0.1005731,After Taste Chinese Rest. 返寻味,51.492969785173116,-0.10063338967329089,Chinese Restaurant
